,SetID,Number,Variant,ThemeGroup,Theme,Year,Name,Minifigs,Pieces,Image,ImageFilename
13022,23018,850840,1,Miscellaneous,Gear,2013,Classic Gift Bag,,,True,850840-1
13023,23029,850841,1,Miscellaneous,Gear,2013,Classic Gift Wrap,,,True,850841-1
13024,23008,850842,1,Miscellaneous,Seasonal,2013,Fire Truck Holiday Bauble,,34.0,True,850842-1
13025,23009,850843,1,Miscellaneous,Seasonal,2013,T-Rex Holiday Bauble,,25.0,True,850843-1
13026,23010,850849,1,Miscellaneous,Seasonal,2013,Doghouse Holiday Bauble,,29.0,True,850849-1
13027,23007,850850,1,Miscellaneous,Seasonal,2013,Santa Holiday Bauble,,23.0,True,850850-1
13028,23005,850851,1,Miscellaneous,Seasonal,2013,Tree Holiday Bauble,,26.0,True,850851-1
13029,23006,850852,1,Miscellaneous,Seasonal,2013,Reindeer Holiday Bauble,,21.0,True,850852-1
13030,23494,850884,1,Miscellaneous,Gear,2014,Castle King Key Chain,,,True,850884-1
13031,23495,850886,1,Miscellaneous,Gear,2014,Castle Dragon Wizard Key Chain,,,True,850886-1
13032,23496,850888,1,Historical,Castle,2014,Castle Knights Accessory Set,4.0,32.0,True,850888-1
13033,23497,850889,1,Historical,Castle,2014,Castle Dragons Accessory Set,4.0,42.0,True,850889-1
13034,23284,850894,1,Miscellaneous,Gear,2014,Emmet Key Chain,,,True,850894-1
13035,23285,850895,1,Miscellaneous,Gear,2014,Wyldstyle Key Chain,,,True,850895-1
13036,23286,850896,1,Miscellaneous,Gear,2014,Bad Cop Key Chain,,,True,850896-1
13037,23290,850898,1,Miscellaneous,Gear,2014,THE LEGO Movie Stationery Set,,,True,850898-1
13038,23513,850899,1,Miscellaneous,Gear,2014,Legends of Chima Playmat,,,True,850899-1
13039,23505,850908,1,Miscellaneous,Gear,2014,Legends of Chima Rogon Key Chain,,,True,850908-1
13040,24019,850909,1,Miscellaneous,Gear,2014,Sir Fangar Key Chain,,,True,850909-1
13041,23506,850910,1,Action/Adventure,Legends of Chima,2014,Legends of Chima Minifigure Accessory Set,4.0,53.0,True,850910-1
13042,23924,850913,1,Action/Adventure,Legends of Chima,2014,Fire and Ice Minifigure Accessory Set,4.0,49.0,True,850913-1
13043,23687,850918,1,Miscellaneous,Gear,2014,Ice Cube Tray,,,True,850918-1
13044,23688,850919,1,Miscellaneous,Gear,2014,Chima Tumbler ,,,True,850919-1
13045,24581,850921,1,Miscellaneous,Gear,2015,Legends of Chima Claw,,,True,850921-1
13046,23514,850929,1,Miscellaneous,Gear,2014,City Playmat,,,True,850929-1
13047,23748,850932,1,Modern day,City,2014,Polar Accessory Set,2.0,41.0,True,850932-1
13048,23515,850933,1,Miscellaneous,Gear,2014,City Policeman Key Chain,,,True,850933-1
13049,23527,850935,1,Miscellaneous,Miscellaneous,2014,Classic Minifigure Graduation Set,1.0,30.0,True,850935-1
13050,23802,850936,1,Miscellaneous,Seasonal,2014,Halloween Set,1.0,11.0,True,850936-1
13051,23803,850939,1,Miscellaneous,Seasonal,2014,Santa Set,2.0,27.0,True,850939-1
13052,23804,850949,1,Miscellaneous,Seasonal,2014, Christmas Snow Hut Ornament,,45.0,True,850949-1
13053,23805,850950,1,Miscellaneous,Seasonal,2014,Christmas Cat Ornament,,34.0,True,850950-1
13054,24246,850951,1,Miscellaneous,Gear,2015,Girl Minifigure Key Chain,,,True,850951-1
13055,23507,850952,1,Miscellaneous,Gear,2014,Classic Firetruck Bag Charm,,,True,850952-1
13056,23689,850953,1,Miscellaneous,Gear,2014,Police Car Bag Charm,,,True,850953-1
13057,23394,850963,1,Miscellaneous,Gear,2014,Friends Tumbler,,,True,850963-1
13058,23395,850964,1,Miscellaneous,Gear,2014,Friends Towel,,,True,850964-1
13059,23690,850967,1,Girls,Friends,2014,Jungle Accessory Set,1.0,39.0,True,850967-1
13060,23735,850972,1,Miscellaneous,Gear,2014,Friendship Book,,,True,850972-1
13061,24477,850978,1,Miscellaneous,Gear,2015,Dragon Key Chain,,,True,850978-1
13062,23508,850996,1,Miscellaneous,Gear,2014,Darth Vader,,,True,850996-1
13063,23516,850997,1,Miscellaneous,Gear,2014,Princess Leia,,,True,850997-1
13064,23509,850998,1,Miscellaneous,Gear,2014,Boba Fett,,,True,850998-1
13065,23517,850999,1,Miscellaneous,Gear,2014,Stormtrooper,,,True,850999-1
13066,23510,851000,1,Miscellaneous,Gear,2014,C 3PO Droid,,,True,851000-1
13067,24606,851002,1,Miscellaneous,Gear,2015,Royal Guard Magnet,,,True,851002-1
13068,23518,851003,1,Miscellaneous,Gear,2014,The Joker Key Chain,,,True,851003-1
13069,23519,851005,1,Miscellaneous,Gear,2014,Batgirl Key Chain,,,True,851005-1
13070,23761,851006,1,Miscellaneous,Gear,2014,Star-Lord Key Chain,,,True,851006-1
13071,23760,851007,1,Miscellaneous,Gear,2014,Wolverine Magnet,,,True,851007-1
13072,4314,851009,1,Miscellaneous,Gear,2004,Classic Magnets Medium,,,True,851009-1
13073,4315,851010,1,Miscellaneous,Gear,2004,Bricks with Magnets,,,True,851010-1
13074,5092,851014,1,Miscellaneous,Gear,2004,Magnets,,,True,851014-1
13075,23520,851015,1,Miscellaneous,Gear,2014,Legends of Chima Scorpion Sword Shield,,,True,851015-1
13076,23511,851018,1,Miscellaneous,Gear,2014, Legends of Chima Scolder Key Chain,,,True,851018-1
13077,4788,851036,1,Miscellaneous,Gear,2005,Ghost Key Chain,,,True,851036-1
13078,22650,851037,1,Miscellaneous,Gear,2004,Train Worker,,,True,851037-1
13079,9484,851039,1,Miscellaneous,Gear,2004,Chef Key Chain,,,True,851039-1
13080,24531,851044,1,Miscellaneous,Gear,2004,R2-D2 ,,,False,
13081,4316,851056,1,Miscellaneous,Gear,2004,Bionicle Carry Case,,,True,851056-1
13082,4827,851091,1,Miscellaneous,Gear,2005,R2-D2,,,True,851091-1
13083,24532,851091,2,Miscellaneous,Gear,2008,R2-D2 ,,,False,
13084,24580,851091,3,Miscellaneous,Gear,2008,R2-D2 ,,,True,851091-3
13085,4704,851098,1,Miscellaneous,Gear,2004,Toa Hordika Key Chain,,,True,KC839-1
13086,6719,851197,1,Miscellaneous,Gear,2007,Classic Calculator,,,True,851197-1
13087,4823,851210,1,Miscellaneous,Gear,2005,Lord Vladek Sword,,,True,851210-1
13088,4824,851211,1,Miscellaneous,Gear,2005,Lord Jayko Sword,,,True,851211-1
13089,4825,851212,1,Miscellaneous,Gear,2005,Lord Jayko Shield,,,True,851212-1
13090,4826,851213,1,Miscellaneous,Gear,2005,Lord Vladek Shield,,,True,851213-1
13091,23512,851316,1,Miscellaneous,Gear,2014,R2 D2 Astromech Droid,,,True,851316-1
13092,23521,851317,1,Miscellaneous,Gear,2014,Boba Fett Magnet,,,True,851317-1
13093,23692,851318,1,Miscellaneous,Gear,2014,Sir Fangar Claw Shield,,,True,851318-1
13094,23693,851320,1,Miscellaneous,Gear,2014,Minifigure Notebooks,,,True,851320-1
13095,23678,851324,1,Miscellaneous,Gear,2014,Dolphin Key Chain,,,True,851324-1
13096,23691,851325,1,Miscellaneous,Gear,2014,Jungle Playmat,,,True,851325-1
13097,24886,851330,1,Miscellaneous,Gear,2015,"I love LEGOLAND keychain, female",,,True,851330-1
13098,24885,851331,1,Miscellaneous,Gear,2015,"I love LEGOLAND magnet, female",1.0,,True,851331-1
13099,26501,851332,1,Miscellaneous,Gear,2016,"I Love LEGOLAND keychain, Male",,,False,
13100,24235,851335,1,Miscellaneous,Gear,2015,Ninja Sword,,,True,851335-1
13101,24236,851336,1,Miscellaneous,Gear,2015,Ninja Fork Weapon,,,True,851336-1
13102,24237,851338,1,Miscellaneous,Gear,2015,Ninja Belt & Throwing Star,,,True,851338-1
13103,24238,851339,1,Miscellaneous,Gear,2015,Ninja Bandana,,,True,851339-1
13104,24383,851341,1,Miscellaneous,Gear,2015,Elves Playmat,,,True,851341-1
13105,24584,851342,1,Action/Adventure,Ninjago,2015,Ninja Army Building Set,4.0,37.0,True,851342-1
13106,24396,851343,1,Miscellaneous,Gear,2015,Drinking Bottle,,,True,851343-1
13107,24386,851344,1,Miscellaneous,Gear,2015,Tumbler,,,True,851344-1
13108,24557,851345,1,Miscellaneous,Gear,2015,Ninjago Playmat,,,True,851345-1
13109,24558,851348,1,Miscellaneous,Gear,2015,Ninjago Wall Stickers,,,True,851348-1
13110,24388,851351,1,Miscellaneous,Gear,2015,Ninja Kai Key Chain,,,True,851351-1
13111,24389,851352,1,Miscellaneous,Gear,2015,Titanium Zane Key Chain,,,True,851352-1
13112,24390,851353,1,Miscellaneous,Gear,2015,Anacondrai Kapau Key Chain,,,True,851353-1
13113,26400,851354,1,Miscellaneous,Gear,2016,Wrayth,,,True,851354-1
13114,24582,851355,1,Miscellaneous,Gear,2015,Legends of Chima Shield,,,True,851355-1
13115,24583,851356,1,Miscellaneous,Gear,2015,Legends of Chima Sword,,,True,851356-1
13116,24838,851358,1,Miscellaneous,Seasonal,2015,Holiday Bauble White Bricks,,,True,851358-1
13117,24561,851362,1,Girls,Friends,2015,Party Set,,72.0,True,851362-1
13118,24562,851367,1,Miscellaneous,Gear,2015,Party Bags,,,True,851367-1
13119,24177,851368,1,Miscellaneous,Gear,2015,Laval Key Chain,,,True,851368-1
13120,24391,851369,1,Miscellaneous,Gear,2015,Icebite Key Chain,,,True,851369-1
13121,24392,851393,1,Miscellaneous,Gear,2015,Mermaid Key Chain,,,True,851393-1
13122,24393,851394,1,Miscellaneous,Gear,2015,Gingerbread Man Key Chain,,,True,851394-1
13123,24394,851395,1,Miscellaneous,Gear,2015,Robot Key Chain,,,True,851395-1
13124,24556,851399,1,Miscellaneous,Gear,2015,Minifigure Carry Case,,,True,851399-1
13125,24481,851400,1,Miscellaneous,Gear,2015,Upscaled Mug – Red,,,True,851400-1
13126,24559,851402,1,Miscellaneous,Gear,2015,Wall Stickers,,,True,851402-1
13127,24965,851406,1,Miscellaneous,Gear,2015,Metalized 2x4 Key Chain,,,True,851406-1
13128,24839,851407,1,Miscellaneous,Gear,2015,Holiday Wrapping Paper,,,False,
13129,24176,851417,1,Miscellaneous,Gear,2015,LEGO Friends Wall Stickers,,,True,851417-1
13130,24533,851461,1,Miscellaneous,Gear,2005,Obi-Wan Kenobi,,,False,
13131,5955,851462,1,Miscellaneous,Gear,2007,Anakin,,,True,851462-1
13132,6129,851463,1,Miscellaneous,Gear,2007,Clone Trooper,,,True,851463-1
13133,5956,851464,1,Miscellaneous,Gear,2007,Chewbacca,,,True,851464-1
13134,24534,851464,2,Miscellaneous,Gear,2008,Chewbacca,,,False,
13135,4998,851499,1,Miscellaneous,Gear,2005,Knights' Kingdom Chess Set,,,True,G678-1
13136,5898,851501,1,Miscellaneous,Gear,2007,Egg Timer,,,True,851501-1
13137,6708,851502,1,Miscellaneous,Gear,2007,Ice Brick Tray - Yellow,,,True,851502-1
13138,6036,851524,1,Miscellaneous,Gear,2007,Egg Cup Set,,,True,851524-1
13139,6740,851537,1,Miscellaneous,Gear,2007,Firefighter Keychain,,,True,851537-1
13140,5656,851538,1,Miscellaneous,Gear,2006,Agent Keychain,,,True,KC915-1
13141,24563,851576,1,Miscellaneous,Gear,2015,Dolphin Bag Charm,,,True,851576-1
13142,24564,851578,1,Miscellaneous,Gear,2015,Horse Bag Charm,,,True,851578-1
13143,6135,851591,1,Miscellaneous,Gear,2007,Piraka Ball Shooter,,,True,851591-1
13144,5438,851592,1,Miscellaneous,Gear,2006,Piraka Keyring with Light,,,True,4294187-1
13145,5899,851617,1,Miscellaneous,Gear,2007,LEGOville Zoo Dinner Set,,,True,851617-1
13146,6545,851624,1,Miscellaneous,Gear,2007,City Police Cap,,,True,851624-1
13147,5940,851625,1,Miscellaneous,Gear,2007,Toy Police Badge,,,True,851625-1
13148,6573,851626,1,Miscellaneous,Gear,2008,Police Officer Key Chain,,,True,851626-1
13149,5947,851627,1,Miscellaneous,Gear,2007,Key Chain Name Kit,,,True,851627-1
13150,5932,851641,1,Miscellaneous,Gear,2007,City Memory Game,,,True,851641-1
13151,6149,851648,1,Miscellaneous,Gear,2007,Magnetic Notepad,,,True,851648-1
13152,6709,851652,1,Miscellaneous,Gear,2007,Corkscrew & Bottle Opener,,,True,851652-1
13153,6686,851659,1,Miscellaneous,Gear,2008,Boba Fett,,,True,851659-1
13154,24535,851659,2,Miscellaneous,Gear,2008,Boba Fett,,,False,
13155,6722,851680,1,Miscellaneous,Gear,2007,Santa Gift Wrap and Tags,,,True,851680-1
13156,6481,851683,1,Miscellaneous,Gear,2006,Imperial Royal Guard,,,True,851683-1
13157,24536,851683,2,Miscellaneous,Gear,2006,Imperial Royal Guard,,,False,
13158,6743,851686,1,Miscellaneous,Gear,2007,Batman Keyring,,,True,851686-1
13159,5832,851687,1,Miscellaneous,Gear,2007,Robin Key Chain,,,True,851687-1
13160,5831,851689,1,Miscellaneous,Gear,2007,Catwoman Minifigure Magnet Set,,,True,851689-1
13161,5526,851730,1,Miscellaneous,Gear,2006,Professor Dumbledore Keychain,,,True,KC777-1
13162,25651,851731,1,Miscellaneous,Gear,2006,Harry Potter Key Chain,,,False,
13163,22411,851734,1,Miscellaneous,Gear,2006,King Jayko,,,True,851734-1
13164,5647,851735,1,Miscellaneous,Gear,2006,Dracus Keyring,,,True,4493776-1
13165,28598,851747,1,Miscellaneous,Gear,2006,Doctor Key Chain,,,False,
13166,6037,851757,1,Miscellaneous,Gear,2007,Fire Extinguisher,,,True,851757-1
13167,6742,851814,1,Miscellaneous,Gear,2007,The Joker Keyring,,,True,851814-1
13168,6741,851815,1,Miscellaneous,Gear,2007,Catwoman Keyring,,,True,851815-1
13169,6136,851821,1,Miscellaneous,Gear,2007,Exo-Force Blaster,,,True,851821-1
13170,6132,851831,1,Miscellaneous,Gear,2007,Viking Helmet,,,True,851831-1
13171,6137,851836,1,Miscellaneous,Gear,2007,Exo-Force Magnet Set,,,True,851836-1
13172,5888,851838,1,Miscellaneous,Gear,2007,SpongeBob Key Chain,,,True,851838-1
13173,5889,851839,1,Miscellaneous,Gear,2007,Patrick Key Chain,,,True,851839-1
13174,6723,851841,1,Miscellaneous,Gear,2007,Gift Wrap Santa Mini-Figure & Tree,,,True,851841-1
13175,6710,851846,1,Miscellaneous,Gear,2007,Coaster Set,,,True,851846-1
13176,6721,851847,1,Miscellaneous,Gear,2006,Ludo with Mini-Figures,,,True,851847-1
13177,6720,851848,1,Miscellaneous,Gear,2007,Tic Tac Toe,,,True,851848-1
13178,5890,851853,1,Miscellaneous,Gear,2007,Mr. Krabs Key Chain,,,True,851853-1
13179,5894,851854,1,Miscellaneous,Gear,2007,SpongeBob Minifigure Magnet Set,,,True,851854-1
13180,6712,851855,1,Miscellaneous,Gear,2007,Classic LEGO Gift Wrap,,,True,851855-1
13181,5525,851861,1,Miscellaneous,Gear,2006,Vikings Chess Set,24.0,,True,G577-1
